time_ps,repeat1_rmsd,repeat2_rmsd,repeat3_rmsd,rmsd_mean,rmsd_std
0.0,3.008019909245089,5.046322491538793,2.8371527781627663,3.6304983929822154,1.0035660757722045
0.04888821,2.8085098895673823,5.077821964121345,2.834580468904715,3.5736374408644807,1.0636723269819692
0.09777642,3.02594492745457,5.045395010057876,2.938165584805817,3.669835174106088,0.9733276084175514
0.14666463000000002,3.0146991264714056,5.062502099413372,2.834707888040432,3.63730303797507,1.0104432971131834
0.19555284,2.962311601938843,5.223404037887785,2.9361368460481008,3.7072841619582424,1.0721118996643781
0.24444105,3.171148736108119,5.424893520726826,3.3289067238950865,3.974982993576677,1.0272624780562059
0.29332926000000004,3.1664526392262844,5.403819466266367,3.6382391089923893,4.06950373816168,0.9629622578150009
0.34221747,3.1622591712250627,5.63631226848395,3.333871110221264,4.0441475166434255,1.12800830734354
0.39110568,3.260026216481693,5.519612675535293,3.464171860196779,4.081270250737922,1.0204706623876874
0.43999389,3.31064684759874,5.431767105192516,3.6907891239429147,4.144401025578057,0.9234394420760029
0.4888821,3.5829929936694835,5.528792882017913,3.125694074123517,4.079159983270304,1.0419076194823362
0.53777031,3.377289333668659,5.286974988957288,3.290113897878809,3.984792740168252,0.9214694228774826
0.5866585200000001,3.37461055669082,5.192767747937507,3.4532076955583375,4.006862000062221,0.8391756707993349
0.6355467300000001,3.5180542632799714,5.495948335264276,3.000518268986367,4.0048402891768715,1.075333523510207
0.68443494,3.653212822832768,5.853544146627672,2.7538107211472265,4.086855896869222,1.302080787049463
0.73332315,3.5125882398231845,5.589392590335754,3.212903818991732,4.10496154971689,1.0567574063416423
0.78221136,3.634573931204969,5.868452015504139,2.952168322742447,4.151731423150518,1.2454628450964191
0.83109957,3.6771658799172813,5.804183004692866,2.9139114534898574,4.131753446033335,1.2229485683854
0.87998778,3.5898029552379374,5.899286338492904,2.9379038797969304,4.142331057842591,1.2705410907152843
0.92887599,3.562234708334608,5.8120104145918035,2.7769331919672564,4.0503927716312225,1.2862470363800544
0.9777642,3.727002974224567,5.730101336188293,2.9426762588020163,4.133260189738292,1.1736604660571404
1.02665241,3.5885213466154817,5.479750943070574,2.90832769098406,3.992199993556705,1.08789451781565
1.07554062,3.602495948909856,5.565159202423104,2.9924755275468367,4.053376892959932,1.097617280605078
1.12442883,3.6922998392346025,5.404273400159174,2.9016514222943512,3.9994082205627097,1.0445145154359152
1.1733170400000001,3.79787418723305,5.349630665116756,3.0313465079407504,4.059617120096852,0.9643624424220816
1.22220525,3.7354287303483455,5.291951224264182,3.0637326618816423,4.030370872164723,0.9332676074599228
1.2710934600000001,3.4884182464705034,5.431553066239618,3.3513869939935006,4.090452768901208,0.949949786981654
1.31998167,3.6954242216905744,5.663383678425165,3.5403801189703583,4.299729339695365,0.9663244917726599
1.36886988,3.7887101497073403,5.967746220882997,3.814233674114676,4.523563348235005,1.0212446621033568
1.41775809,3.896683440978299,5.903464765328773,3.861282061691393,4.5538100893328215,0.9544594011767975
1.4666463,3.515184507560113,5.69656952287304,3.897149418184632,4.369634482872596,0.9511542982162379
1.51553451,3.5490374181673054,5.739229941337595,3.9626701392958488,4.416979166266916,0.9500994127382352
1.56442272,3.617376454169129,5.655244917814206,3.854529402155664,4.375716924712999,0.9099283100083128
1.6133109300000001,3.38177257805346,5.5670998279058095,3.8945899541284827,4.28115412002925,0.9330908094448707
1.66219914,3.664688240124864,5.5139084025907055,3.9361633585422835,4.371586667085951,0.8153113497451485
1.7110873500000001,3.6931077113747977,5.581317124432026,3.889498792519404,4.387974542775409,0.8476210836155685
1.75997556,3.6668007131569595,5.740952036863271,3.7696605763559305,4.392471108792053,0.9544442179939716
1.80886377,3.7415001494525986,5.595489877915839,3.954612506825401,4.430534178064613,0.8283298683407649
1.85775198,3.6575936541566043,5.6348373746170655,4.12340294688462,4.471944658552764,0.8439921706210711
1.90664019,3.6532176829454084,5.602060208347546,4.162972641915686,4.472750177736214,0.8252144725173872
1.9555284,3.5296726445304656,5.4636350084421865,4.09392326086898,4.362410304613877,0.8120412862044675
2.0044166100000003,3.440832471876253,5.606586961161208,3.7206894748468766,4.256036302628113,0.9617935663734561
2.05330482,3.4077995106821732,5.657839039916218,3.782226690284299,4.2826217469608965,0.9843664224053702
2.10219303,3.2537002424570445,5.538813207815995,3.8310741273692903,4.207862525880777,0.9701932587728872
2.15108124,3.354037063462068,5.52237862071038,3.757506449043649,4.2113073777387,0.9415865120054471
2.19996945,3.4843660162030172,5.299664143472982,3.720481311202804,4.168170490292934,0.8058726216647626
2.24885766,3.4819517413672956,5.075878372140255,3.8028318058573256,4.120220639788292,0.6883324196926237
2.29774587,3.1685416008820604,5.226027138120897,3.71742156677775,4.037330101926902,0.8698918657445126
2.3466340800000003,3.0360463487739717,5.447154614774714,3.8105341616803776,4.097911708409688,1.0050871134276187
2.39552229,3.125243917547218,5.431606556810508,3.7735639221026185,4.110138132153448,0.971181001015735
2.4444105,3.2077802046743527,5.490187407196908,3.972698014180479,4.223555208683913,0.9485225910355921
2.49329871,3.2605116760059563,5.490877735978733,4.067174519916695,4.272854643967128,0.9220851101142719
2.5421869200000002,3.3602353234835474,5.329684139241792,3.989277795915557,4.226399086213632,0.8213209032639053
2.59107513,3.2452865476923107,5.318769240333527,4.068061819166276,4.210705869064038,0.8524838660835341
2.63996334,3.1789159989204467,5.665038191023214,4.033347176327039,4.2924337887569,1.0313568063710228
2.68885155,3.161539624121389,5.5566559105407825,4.038628114255709,4.252274549639293,0.9894035596869932
2.73773976,3.0152936141280064,5.416391506186164,3.7726668708365234,4.068117330383565,1.0022594482290004
2.78662797,3.1855518331885446,5.41048556380666,3.579491476170521,4.0585096243885745,0.9694246802966011
2.83551618,3.3605902604683253,5.30808571642223,3.5201649551802174,4.062946977356924,0.8828529059962191
2.8844043900000003,3.4131172933903073,5.527032859488626,3.532666301461142,4.157605484780025,0.9695605507251377
2.9332926,3.478571535691065,5.616592288789895,3.387993527908828,4.161052450796595,1.0298861616258432
2.98218081,3.5590942122892657,5.818552198858428,3.604083203943625,4.327243205030439,1.0546746381852254
3.03106902,3.2392880528481474,5.683069115726525,3.5908608655109173,4.17107267802853,1.0787340671235808
3.07995723,3.4166806704842934,5.94751049070169,3.708204260108631,4.357465140431539,1.1306133034076868
3.12884544,3.490780280537343,5.786911080015149,3.9133560854386804,4.39701581533039,0.9978307180468502
3.17773365,3.3393927837674378,6.065915929211534,3.5848066259660323,4.330038446315001,1.2315329107000674
3.2266218600000003,3.54680475793162,5.288016233491276,3.6307139484551727,4.15517831329269,0.8017695026807782
3.27551007,3.378534720114408,5.272767577794527,3.882833159110659,4.178045152339864,0.8009960967397689
3.32439828,3.2562145984055357,5.435798254645414,3.759461196923887,4.150491349991612,0.9317813277420569
3.37328649,3.4614158529841954,5.231135978796542,3.806667691689771,4.166406507823503,0.7659575022159262
3.4221747000000002,3.3960697543906937,5.0642029942173625,3.814901998231561,4.091724915613205,0.7085855968732916
3.47106291,3.353465129995504,4.8297618364644235,3.8412345163176953,4.00815382759254,0.6141441382064943
3.51995112,3.209080073677264,4.898286537528109,3.9242829596811917,4.0105498569621885,0.6923082659017038
3.5688393300000003,3.3738526954614176,4.752391280010208,3.919358795129784,4.015200923533803,0.566851798653584
3.61772754,3.5877037207548725,4.854357085841734,3.6787077203842893,4.040256175660299,0.5768539104232075
3.66661575,3.385365655296849,4.94543227807538,3.354146200183655,3.894981377851961,0.7428902942469743
3.71550396,3.3810595339843506,4.877466199219981,3.611651786914637,3.956725840039656,0.6578324526024851
3.7643921700000003,3.381366977210148,5.137006158535006,3.2962570332007273,3.938210056315294,0.8483886674809696
3.81328038,3.491129599804088,5.117281276856183,3.058106093852199,3.8888389901708234,0.8864461547716938
3.86216859,3.2690717288401547,4.809256127978173,3.068503488501813,3.715610448440047,0.7776471175014249
3.9110568,3.536335859689088,5.0051940068314105,3.1071434102321414,3.8828910922508797,0.8127010166617974
3.95994501,3.3927646869441412,4.826812104059241,3.3723591426116744,3.8639786445383524,0.6808770322848798
4.0088332200000005,3.5037140620059732,4.528770978830798,3.4334479339296387,3.82197765825547,0.5006009260186761
4.05772143,3.407986858590818,4.388913618407702,3.4199937341258053,3.7389647370414423,0.4596094012361425
4.10660964,2.9941424707601296,4.3492737780367765,3.256639472897155,3.533351907231354,0.5868120332080777
4.15549785,3.0890282256086192,4.452931288642111,3.4770523405333527,3.673003951594694,0.5737918709463601
4.20438606,3.088936399385864,4.513544433624257,2.8554584293429044,3.4859797541176754,0.7328232476984444
4.25327427,3.213063229313041,4.526475659512285,2.7042735085412186,3.4812707991221816,0.7677050844901703
4.30216248,3.0739140253486292,4.1958178598115765,2.804360414136922,3.358030766432376,0.6025391814114084
4.35105069,2.9356974760591217,4.424776081497619,3.0727645319143853,3.477746029823709,0.6719852595259931
4.3999389,3.024090747666694,4.480686168319566,3.0740410296681504,3.5262726485514704,0.6751802883700028
4.44882711,2.9621120308328153,4.482860090701754,2.876184847565068,3.4403856563665456,0.7379749679078854
4.49771532,3.0076809590880687,4.567761667979281,2.9739897596343514,3.5164774622339006,0.7434974266565775
4.5466035300000005,3.114298820375996,4.3496567276461695,2.8964461143125653,3.4534672207782435,0.6399123244892861
